id,词语,词类标记,词类名称,出现次数,频率,累积频率
13169,霸占,v,动词,68,0.0007,92.1031
13170,几十万,m,数词,68,0.0007,92.1038
13171,贺诚,nh,人名,68,0.0007,92.1059
13172,付款,v,动词,68,0.0007,92.1066
13173,深信,v,动词,68,0.0007,92.1073
13174,火烧,v,动词,68,0.0007,92.108
13175,咬住,v,动词,68,0.0007,92.1087
13176,法学家,n,名词,68,0.0007,92.1052
13177,沼泽,n,名词,68,0.0007,92.1094
13178,冻疮,n,名词,68,0.0007,92.1101
13179,片子,n,名词,68,0.0007,92.1157
13180,赠,v,动词,68,0.0007,92.1115
13181,草坪,n,名词,68,0.0007,92.1045
13182,落入,v,动词,68,0.0007,92.1129
13183,遣,v,动词,68,0.0007,92.1108
13184,对立面,n,名词,68,0.0007,92.1136
13185,流通领域,n,名词,68,0.0007,92.1143
13186,分级,v,动词,68,0.0007,92.1178
13187,借给,v,动词,68,0.0007,92.1514
13188,闪出,v,动词,68,0.0007,92.1451
13189,警戒,v,动词,68,0.0007,92.1458
13190,石灰岩,n,名词,68,0.0007,92.1465
13191,通常,a,形容词,68,0.0007,92.1472
13192,华人,n,名词,68,0.0007,92.1479
13193,抛出,v,动词,68,0.0007,92.1486
13194,整风,v,动词,68,0.0007,92.1493
13195,务,n,名词,68,0.0007,92.1577
13196,骗子,n,名词,68,0.0007,92.1507
13197,照应,v,动词,68,0.0007,92.1444
13198,相等,a,形容词,68,0.0007,92.1521
13199,国人,n,名词,68,0.0007,92.1528
13200,各项,n,名词,68,0.0007,92.1535
13201,产权,n,名词,68,0.0007,92.1542
13202,捐,v,动词,68,0.0007,92.1549
13203,按着,v,动词,68,0.0007,92.1556
13204,国籍,n,名词,68,0.0007,92.1563
13205,粘,v,动词,68,0.0007,92.157
13206,爱尔兰,ns,地名,68,0.0007,92.1374
13207,满,j,缩略语,68,0.0007,92.136
13208,听来,v,动词,68,0.0007,92.15
13209,糖类,n,名词,68,0.0007,92.1318
13210,室温,n,名词,68,0.0007,92.1325
13211,零下,nl,处所名词,68,0.0007,92.1332
13212,本月,nt,时间名词,68,0.0007,92.1339
13213,登载,v,动词,68,0.0007,92.1346
13214,石英,n,名词,68,0.0007,92.1353
13215,帮,n,名词,68,0.0007,92.1437
13216,黄海,ns,地名,68,0.0007,92.1367
13217,运动会,n,名词,68,0.0007,92.1304
13218,只怕,v,动词,68,0.0007,92.1381
13219,领略,v,动词,68,0.0007,92.1388
13220,法语,n,名词,68,0.0007,92.1395
13221,内含,v,动词,68,0.0007,92.1402
13222,陶瓷,n,名词,68,0.0007,92.1311
13223,杜甫,nh,人名,68,0.0007,92.1409
13224,切身,a,形容词,68,0.0007,92.1171
13225,下半年,nt,时间名词,68,0.0007,92.1423
13226,干粮,n,名词,68,0.0007,92.143
13227,泪花,n,名词,67,0.0007,92.283
13228,担当,v,动词,67,0.0007,92.2494
13229,秋风,n,名词,67,0.0007,92.2781
13230,小青年,n,名词,67,0.0007,92.3005
13231,听从,v,动词,67,0.0007,92.2788
13232,鼻梁,n,名词,67,0.0007,92.2795
13233,厨师,n,名词,67,0.0007,92.2802
13234,径直,d,副词,67,0.0007,92.2809
13235,崎岖,a,形容词,67,0.0007,92.2886
13236,孙子兵法,n,名词,67,0.0007,92.2823
13237,娃,n,名词,67,0.0007,92.2767
13238,顺,v,动词,67,0.0007,92.2837
13239,流速,n,名词,67,0.0007,92.2844
13240,辐射,n,名词,67,0.0007,92.2851
13241,教法,n,名词,67,0.0007,92.2858
13242,高效,a,形容词,67,0.0007,92.2865
13243,下落,n,名词,67,0.0007,92.2872
13244,抨击,v,动词,67,0.0007,92.2879
13245,蔑视,v,动词,67,0.0007,92.2704
13246,原本,d,副词,67,0.0007,92.269
13247,患病,v,动词,67,0.0007,92.2816
13248,静悄悄,a,形容词,67,0.0007,92.2655
13249,田径,n,名词,67,0.0007,92.2662
13250,裙子,n,名词,67,0.0007,92.2669
13251,究竟,n,名词,67,0.0007,92.2676
13252,三代,nt,时间名词,67,0.0007,92.2683
13253,棕,n,名词,67,0.0007,92.276
13254,铸造,v,动词,67,0.0007,92.2697
13255,同乡,n,名词,67,0.0007,92.2641
13256,法典,n,名词,67,0.0007,92.2711
13257,清政府,n,名词,67,0.0007,92.2718
13258,日内瓦,ns,地名,67,0.0007,92.2725
13259,帐户,n,名词,67,0.0007,92.2732
13260,短语,n,名词,67,0.0007,92.2739
13261,供养,v,动词,67,0.0007,92.2746
13262,集市贸易,n,名词,67,0.0007,92.2753
13263,打成,v,动词,67,0.0007,92.2648
13264,作声,v,动词,67,0.0007,92.2998
13265,常见,a,形容词,67,0.0007,92.3033
13266,冰冷,a,形容词,67,0.0007,92.3026
13267,伴侣,n,名词,67,0.0007,92.3061
13268,干事,n,名词,67,0.0007,92.304
13269,锦,n,名词,67,0.0007,92.3138
13270,霉,n,名词,67,0.0007,92.3054
13271,不肯,v,动词,67,0.0007,92.3019
13272,上街,v,动词,67,0.0007,92.3068
13273,颜料,n,名词,67,0.0007,92.3075
13274,先,n,名词,67,0.0007,92.3082
13275,御,v,动词,67,0.0007,92.3089
13276,枝上,nl,处所名词,67,0.0007,92.3096
13277,指望,v,动词,67,0.0007,92.3103
13278,小草,n,名词,67,0.0007,92.311
13279,开张,v,动词,67,0.0007,92.3117
13280,清楚,v,动词,67,0.0007,92.3124
13281,消瘦,a,形容词,67,0.0007,92.3131
13282,啰,u,助词,67,0.0007,92.3047
13283,餐,n,名词,67,0.0007,92.2942
13284,伊犁,ns,地名,67,0.0007,92.29
13285,纽带,n,名词,67,0.0007,92.2907
13286,淋巴结,n,名词,67,0.0007,92.2914
13287,出头,v,动词,67,0.0007,92.2921
13288,成品,n,名词,67,0.0007,92.2928
13289,作价,v,动词,67,0.0007,92.2935
13290,写意,n,名词,67,0.0007,92.3012
13291,蹲下,v,动词,67,0.0007,92.2949
13292,信上,nl,处所名词,67,0.0007,92.2893
13293,自然而然,i,习用语,67,0.0007,92.2963
13294,锅里,nl,处所名词,67,0.0007,92.297
13295,田园,n,名词,67,0.0007,92.2977
13296,天花板,n,名词,67,0.0007,92.2984
13297,新增,v,动词,67,0.0007,92.2956
13298,不慌不忙,i,习用语,67,0.0007,92.2991
13299,南昌,ns,地名,67,0.0007,92.2774
13300,担忧,v,动词,67,0.0007,92.2501
13301,核定,v,动词,67,0.0007,92.234
13302,疮,n,名词,67,0.0007,92.2284
13303,乔木,n,名词,67,0.0007,92.2291
13304,晕,v,动词,67,0.0007,92.2298
13305,滥用,v,动词,67,0.0007,92.2305
13306,好消息,n,名词,67,0.0007,92.2382
13307,忘却,v,动词,67,0.0007,92.2319
13308,逼近,v,动词,67,0.0007,92.2263
13309,欧,n,名词,67,0.0007,92.2242
13310,摆手,v,动词,67,0.0007,92.2333
13311,关键性,n,名词,67,0.0007,92.2312
13312,收下,v,动词,67,0.0007,92.2347
13313,较,p,介词,67,0.0007,92.2354
13314,上岸,v,动词,67,0.0007,92.2361
13315,竞技,n,名词,67,0.0007,92.2368
13316,高,v,动词,67,0.0007,92.2375
13317,涂上,v,动词,67,0.0007,92.2326
13318,江边,nl,处所名词,67,0.0007,92.2137
13319,介绍信,n,名词,67,0.0007,92.2186
13320,当,n,名词,67,0.0007,92.2144
13321,豁免,v,动词,67,0.0007,92.2151
13322,贤,a,形容词,67,0.0007,92.2158
13323,乡里,nl,处所名词,67,0.0007,92.2165
13324,买主,n,名词,67,0.0007,92.2172
13325,公寓,n,名词,67,0.0007,92.2179
13326,剖析,v,动词,67,0.0007,92.2193
13327,全会,j,缩略语,67,0.0007,92.22
13328,包扎,v,动词,67,0.0007,92.2207
13329,倒闭,v,动词,67,0.0007,92.2214
13330,叹气,v,动词,67,0.0007,92.2221
13331,投射,v,动词,67,0.0007,92.2228
13332,法权,n,名词,67,0.0007,92.2256
13333,工作量,n,名词,67,0.0007,92.2235
13334,查看,v,动词,67,0.0007,92.2249
13335,京城,n,名词,67,0.0007,92.2277
13336,混沌,n,名词,67,0.0007,92.2578
13337,瓜分,v,动词,67,0.0007,92.2522
13338,称量,v,动词,67,0.0007,92.2529
13339,圆盘,n,名词,67,0.0007,92.2536
13340,形式化,v,动词,67,0.0007,92.2543
13341,二叔,n,名词,67,0.0007,92.255
13342,经济合同,n,名词,67,0.0007,92.2557
13343,皮球,n,名词,67,0.0007,92.2634
13344,松软,a,形容词,67,0.0007,92.2571
13345,视力,n,名词,67,0.0007,92.2515
13346,凶猛,a,形容词,67,0.0007,92.2585
13347,排成,v,动词,67,0.0007,92.2592
13348,挨着,v,动词,67,0.0007,92.2599
13349,贫民,n,名词,67,0.0007,92.2606
13350,心眼,n,名词,67,0.0007,92.2613
13351,系统论,n,名词,67,0.0007,92.262
13352,不约而同,i,习用语,67,0.0007,92.2627
13353,杖,n,名词,67,0.0007,92.2452
13354,溪流,n,名词,67,0.0007,92.2396
13355,婚后,nt,时间名词,67,0.0007,92.2438
13356,外交部,ni,机构名,67,0.0007,92.227
13357,全盘,n,名词,67,0.0007,92.2564
13358,年老,a,形容词,67,0.0007,92.2403
13359,邀请赛,n,名词,67,0.0007,92.241
13360,总人口,n,名词,67,0.0007,92.2417
13361,作案,v,动词,67,0.0007,92.2424
13362,杜文杰,nh,人名,67,0.0007,92.2431
13363,茅盾,nh,人名,67,0.0007,92.2508
13364,熊,nhf,人名-姓,67,0.0007,92.2445
13365,脖颈,n,名词,67,0.0007,92.2389
13366,接上,v,动词,67,0.0007,92.2459
13367,负电,n,名词,67,0.0007,92.2466
13368,销货,v,动词,67,0.0007,92.2473
13369,左侧,nd,方位名词,67,0.0007,92.248
13370,双臂,n,名词,67,0.0007,92.2487
13371,小院,n,名词,66,0.0007,92.3775
13372,放学,v,动词,66,0.0007,92.3782
13373,醋,n,名词,66,0.0007,92.3789
13374,大红,a,形容词,66,0.0007,92.3796
13375,运气,n,名词,66,0.0007,92.3873
13376,白矮星,n,名词,66,0.0007,92.381
13377,出走,v,动词,66,0.0007,92.3754
13378,团,q,量词,66,0.0007,92.3824
13379,陈炯明,nh,人名,66,0.0007,92.3831
13380,铁丝,n,名词,66,0.0007,92.3838
13381,用心,a,形容词,66,0.0007,92.3845
13382,米饭,n,名词,66,0.0007,92.3852
13383,一行,n,名词,66,0.0007,92.3859
13384,上书,v,动词,66,0.0007,92.3866
13385,柜子,n,名词,66,0.0007,92.3971
13386,一百万,m,数词,66,0.0007,92.3691
13387,花白,a,形容词,66,0.0007,92.3817
13388,伎,n,名词,66,0.0007,92.3677
13389,二万,m,数词,66,0.0007,92.3803
13390,垒,v,动词,66,0.0007,92.3642
13391,皮革,n,名词,66,0.0007,92.3649
13392,灵巧,a,形容词,66,0.0007,92.3656
13393,肮脏,a,形容词,66,0.0007,92.3663
13394,一世,nt,时间名词,66,0.0007,92.367
13395,疟,n,名词,66,0.0007,92.3747
13396,靠拢,v,动词,66,0.0007,92.3684
13397,交通工具,n,名词,66,0.0007,92.3628
13398,指导性,a,形容词,66,0.0007,92.3698
13399,有罪,v,动词,66,0.0007,92.3705
13400,化身,n,名词,66,0.0007,92.3712
13401,柏林,ns,地名,66,0.0007,92.3719
13402,皇家,n,名词,66,0.0007,92.3726
13403,教育者,n,名词,66,0.0007,92.3733
13404,高血压,n,名词,66,0.0007,92.374
13405,艇,n,名词,66,0.0007,92.3635
13406,印第安人,n,名词,66,0.0007,92.3964
13407,舰,n,名词,66,0.0007,92.4006
13408,趋向,v,动词,66,0.0007,92.4013
13409,崛起,v,动词,66,0.0007,92.402
13410,对联,n,名词,66,0.0007,92.4034
13411,急速,d,副词,66,0.0007,92.3999
13412,王明,nh,人名,66,0.0007,92.4048
13413,畜牧,v,动词,66,0.0007,92.4055
13414,失利,v,动词,66,0.0007,92.4062
13415,相切,v,动词,66,0.0007,92.4069
13416,剌,v,动词,66,0.0007,92.4118
13417,后肢,n,名词,66,0.0007,92.4111
13418,连贯,v,动词,66,0.0007,92.4104
13419,料,v,动词,66,0.0007,92.4076
13420,前列,nl,处所名词,66,0.0007,92.409
13421,倒入,v,动词,66,0.0007,92.4083
13422,越,j,缩略语,66,0.0007,92.4097
13423,分担,v,动词,66,0.0007,92.4041
13424,画中,nl,处所名词,66,0.0007,92.3929
13425,罪过,n,名词,66,0.0007,92.3887
13426,奔去,v,动词,66,0.0007,92.3894
13427,探出,v,动词,66,0.0007,92.3901
13428,致命,v,动词,66,0.0007,92.3908
13429,绸,n,名词,66,0.0007,92.3915
13430,第一个五年计划,n,名词,66,0.0007,92.3922
13431,老鹰,n,名词,66,0.0007,92.3943
13432,用语,n,名词,66,0.0007,92.3992
13433,听出,v,动词,66,0.0007,92.4027
13434,合上,v,动词,66,0.0007,92.3936
13435,大工业,n,名词,66,0.0007,92.388
13436,博得,v,动词,66,0.0007,92.395
13437,敲门,v,动词,66,0.0007,92.3957
13438,沮丧,a,形容词,66,0.0007,92.3978
13439,晚间,nt,时间名词,66,0.0007,92.3985
13440,红外,n,名词,66,0.0007,92.3768
13441,自古,d,副词,66,0.0007,92.3481
13442,高档,a,形容词,66,0.0007,92.3264
13443,估算,v,动词,66,0.0007,92.3334
13444,得当,a,形容词,66,0.0007,92.3285
13445,畔,n,名词,66,0.0007,92.3292
13446,剧院,n,名词,66,0.0007,92.3488
13447,圣人,n,名词,66,0.0007,92.3299
13448,肩负,v,动词,66,0.0007,92.3761
13449,肛门,n,名词,66,0.0007,92.3376
13450,开荒,v,动词,66,0.0007,92.3313
13451,声誉,n,名词,66,0.0007,92.3257
13452,做起,v,动词,66,0.0007,92.3236
13453,赠送,v,动词,66,0.0007,92.3327
13454,极性,n,名词,66,0.0007,92.3306
13455,触及,v,动词,66,0.0007,92.3341
13456,海底,n,名词,66,0.0007,92.3348
13457,驳,v,动词,66,0.0007,92.3355
13458,课外,nt,时间名词,66,0.0007,92.3362
13459,单项,n,名词,66,0.0007,92.3369
13460,惊愕,v,动词,66,0.0007,92.332
13461,紧迫,a,形容词,66,0.0007,92.3145
13462,烛,n,名词,66,0.0007,92.3152
13463,时装,n,名词,66,0.0007,92.3159
13464,舱里,nl,处所名词,66,0.0007,92.3166
13465,唱片,n,名词,66,0.0007,92.3173
13466,对偶,n,名词,66,0.0007,92.318
13467,那时候,nt,时间名词,66,0.0007,92.3187
13468,追击,v,动词,66,0.0007,92.3194
13469,坠,v,动词,66,0.0007,92.3201
13470,拉长,v,动词,66,0.0007,92.3208
13471,补给,v,动词,66,0.0007,92.3215
13472,有一回,v,动词,66,0.0007,92.3222
13473,见闻,n,名词,66,0.0007,92.325
13474,贱,a,形容词,66,0.0007,92.3229
13475,腮,n,名词,66,0.0007,92.3243
13476,吭声,v,动词,66,0.0007,92.3278
13477,假装,v,动词,66,0.0007,92.3614
13478,巴,v,动词,66,0.0007,92.3509
13479,动用,v,动词,66,0.0007,92.3516
13480,周围,nl,处所名词,66,0.0007,92.3523
13481,病原体,n,名词,66,0.0007,92.353
13482,光绪,nt,时间名词,66,0.0007,92.3537
13483,急躁,a,形容词,66,0.0007,92.3544
13484,管制,v,动词,66,0.0007,92.3621
13485,起先,nt,时间名词,66,0.0007,92.3558
13486,宁夏,ns,地名,66,0.0007,92.3502
13487,召唤,v,动词,66,0.0007,92.3572
13488,棚子,n,名词,66,0.0007,92.3579
13489,咽,n,名词,66,0.0007,92.3586
13490,积聚,v,动词,66,0.0007,92.3593
13491,角逐,v,动词,66,0.0007,92.36
13492,独奏,v,动词,66,0.0007,92.3607
13493,让给,v,动词,66,0.0007,92.3446
13494,请到,v,动词,66,0.0007,92.3432
13495,转让,v,动词,66,0.0007,92.3565
13496,脊椎动物,n,名词,66,0.0007,92.3271
13497,尸,n,名词,66,0.0007,92.3551
13498,使,n,名词,66,0.0007,92.339
13499,嘟,o,拟声词,66,0.0007,92.3397
13500,匣,n,名词,66,0.0007,92.3404
13501,忧愁,a,形容词,66,0.0007,92.3411
13502,偏转,v,动词,66,0.0007,92.3418
13503,思想意识,n,名词,66,0.0007,92.3425
13504,惊呆,v,动词,66,0.0007,92.3495
13505,健,a,形容词,66,0.0007,92.3439
13506,乐于,v,动词,66,0.0007,92.3383
13507,挺进,v,动词,66,0.0007,92.3453
13508,日渐,d,副词,66,0.0007,92.346
13509,副高,j,缩略语,66,0.0007,92.3467
13510,同位素,n,名词,66,0.0007,92.3474
13511,绚丽,a,形容词,65,0.0007,92.4867
13512,精明,a,形容词,65,0.0007,92.4881
13513,庄稼人,n,名词,65,0.0007,92.4937
13514,迁到,v,动词,65,0.0007,92.4895
13515,停产,v,动词,65,0.0007,92.4902
13516,插图,n,名词,65,0.0007,92.4909
13517,挣脱,v,动词,65,0.0007,92.4916
13518,科学管理,v,动词,65,0.0007,92.5
13519,亲信,n,名词,65,0.0007,92.493
13520,缝隙,n,名词,65,0.0007,92.486
13521,小调,n,名词,65,0.0007,92.4944
13522,吕布,nh,人名,65,0.0007,92.4951
13523,中专,j,缩略语,65,0.0007,92.4958
13524,信封,n,名词,65,0.0007,92.4965
13525,无意中,d,副词,65,0.0007,92.4972
13526,和睦,a,形容词,65,0.0007,92.4979
13527,社交,v,动词,65,0.0007,92.4986
13528,归宿,n,名词,65,0.0007,92.4993
13529,流到,v,动词,65,0.0007,92.4552
13530,跳上,v,动词,65,0.0007,92.479
13531,水池,n,名词,65,0.0007,92.4874
13532,一肚子,n,名词,65,0.0007,92.4776
13533,有功,v,动词,65,0.0007,92.4923
13534,关键,a,形容词,65,0.0007,92.4727
13535,火线,n,名词,65,0.0007,92.4734
13536,姑姑,n,名词,65,0.0007,92.4741
13537,对,n,名词,65,0.0007,92.4748
13538,蘸,v,动词,65,0.0007,92.4755
13539,留在,v,动词,65,0.0007,92.4762
13540,婶子,n,名词,65,0.0007,92.4769
13541,喉,n,名词,65,0.0007,92.4853
13542,美满,a,形容词,65,0.0007,92.4783
13543,摔倒,v,动词,65,0.0007,92.4713
13544,海中,nl,处所名词,65,0.0007,92.4797
13545,末端,nl,处所名词,65,0.0007,92.4804
13546,探明,v,动词,65,0.0007,92.4811
13547,黄牛,n,名词,65,0.0007,92.4818
13548,重申,v,动词,65,0.0007,92.4825
13549,敌机,n,名词,65,0.0007,92.4832
13550,运来,v,动词,65,0.0007,92.4839
13551,排队,v,动词,65,0.0007,92.4846
13552,缔结,v,动词,65,0.0007,92.472
13553,悠悠,a,形容词,65,0.0007,92.514
13554,锐利,a,形容词,65,0.0007,92.5175
13555,银河系,n,名词,65,0.0007,92.5168
13556,鱼种,n,名词,65,0.0007,92.5217
13557,有色,a,形容词,65,0.0007,92.5182
13558,海鹰,ni,机构名,65,0.0007,92.5189
13559,一百二十,m,数词,65,0.0007,92.5196
13560,凶狠,a,形容词,65,0.0007,92.5287
13561,始于,v,动词,65,0.0007,92.521
13562,有把握,v,动词,65,0.0007,92.5154
13563,快走,v,动词,65,0.0007,92.5224
13564,郎,n,名词,65,0.0007,92.528
13565,禽,n,名词,65,0.0007,92.5231
13566,不绝,v,动词,65,0.0007,92.5238
13567,遗体,n,名词,65,0.0007,92.5245
13568,师大,j,缩略语,65,0.0007,92.5252
13569,砖头,n,名词,65,0.0007,92.5259
13570,指令性计划,n,名词,65,0.0007,92.5266
13571,西北部,n,名词,65,0.0007,92.5273
13572,男方,n,名词,65,0.0007,92.5294
13573,端正,v,动词,65,0.0007,92.5203
13574,书信,n,名词,65,0.0007,92.507
13575,公事,n,名词,65,0.0007,92.5014
13576,校园,n,名词,65,0.0007,92.5021
13577,正经,a,形容词,65,0.0007,92.5028
13578,原地,n,名词,65,0.0007,92.5035
13579,清香,n,名词,65,0.0007,92.5042
13580,体格,n,名词,65,0.0007,92.5049
13581,培养基,n,名词,65,0.0007,92.5056
13582,洪流,n,名词,65,0.0007,92.5063
13583,忍住,v,动词,65,0.0007,92.5147
13584,献出,v,动词,65,0.0007,92.5077
13585,券,n,名词,65,0.0007,92.5007
13586,论著,n,名词,65,0.0007,92.5091
13587,瓢,n,名词,65,0.0007,92.5098
13588,以利于,v,动词,65,0.0007,92.5105
13589,加倍,v,动词,65,0.0007,92.5112
13590,即刻,d,副词,65,0.0007,92.5119
13591,更替,v,动词,65,0.0007,92.5084
13592,山羊,n,名词,65,0.0007,92.5126
13593,土地革命,n,名词,65,0.0007,92.5161
13594,检修,v,动词,65,0.0007,92.5133
13595,瓣,q,量词,65,0.0007,92.4888
13596,营业员,n,名词,65,0.0007,92.4545
13597,沙土,n,名词,65,0.0007,92.43
13598,丢失,v,动词,65,0.0007,92.4293
13599,脂肪酸,n,名词,65,0.0007,92.4307
13600,汲取,v,动词,65,0.0007,92.4216
13601,探望,v,动词,65,0.0007,92.4314
13602,招待所,n,名词,65,0.0007,92.4335
13603,特制,v,动词,65,0.0007,92.4321
13604,感染力,n,名词,65,0.0007,92.4328
13605,财主,n,名词,65,0.0007,92.4412
13606,匀称,a,形容词,65,0.0007,92.4342
13607,原型,n,名词,65,0.0007,92.4272
13608,冲到,v,动词,65,0.0007,92.4356
13609,填充,v,动词,65,0.0007,92.4363
13610,风化,n,名词,65,0.0007,92.437
13611,都督,n,名词,65,0.0007,92.4377
13612,毒害,v,动词,65,0.0007,92.4384
13613,中年人,n,名词,65,0.0007,92.4391
13614,政体,n,名词,65,0.0007,92.4398
13615,动植物,n,名词,65,0.0007,92.4405
13616,无需,d,副词,65,0.0007,92.4349
13617,汉,nt,时间名词,65,0.0007,92.4258
13618,辽,nt,时间名词,65,0.0007,92.4153
13619,镭,n,名词,65,0.0007,92.4132
13620,眼,q,量词,65,0.0007,92.4125
13621,近期,nt,时间名词,65,0.0007,92.4188
13622,起源,v,动词,65,0.0007,92.4146
13623,癞,a,形容词,65,0.0007,92.416
13624,官职,n,名词,65,0.0007,92.4167
13625,编排,v,动词,65,0.0007,92.4174
13626,乘法,n,名词,65,0.0007,92.4181
13627,生产物,n,名词,65,0.0007,92.4139
13628,奖,v,动词,65,0.0007,92.4195
13629,象征,n,名词,65,0.0007,92.4265
13630,摇摇,v,动词,65,0.0007,92.4209
13631,跃进,v,动词,65,0.0007,92.423
13632,触角,n,名词,65,0.0007,92.4202
13633,受体,n,名词,65,0.0007,92.4244
13634,消遣,v,动词,65,0.0007,92.4251
13635,驶,v,动词,65,0.0007,92.4237
13636,详尽,a,形容词,65,0.0007,92.4223
13637,猿,n,名词,65,0.0007,92.4286
13638,各国,r,代词,65,0.0007,92.4643
13639,秦,j,缩略语,65,0.0007,92.4573
13640,反党,v,动词,65,0.0007,92.458
13641,送回,v,动词,65,0.0007,92.4587
13642,疏忽,v,动词,65,0.0007,92.4594
13643,大手,n,名词,65,0.0007,92.4601
13644,检察官,n,名词,65,0.0007,92.4608
13645,口令,n,名词,65,0.0007,92.4615
13646,一九五八,m,数词,65,0.0007,92.4622
13647,本想,v,动词,65,0.0007,92.4706
13648,知名,a,形容词,65,0.0007,92.4636
13649,厂商,n,名词,65,0.0007,92.4566
13650,竖,a,形容词,65,0.0007,92.465
13651,政治路线,n,名词,65,0.0007,92.4657
13652,恳求,v,动词,65,0.0007,92.4664
13653,时事,n,名词,65,0.0007,92.4671
13654,骚动,v,动词,65,0.0007,92.4678
13655,众所周知,i,习用语,65,0.0007,92.4685
13656,魏,nt,时间名词,65,0.0007,92.4692
13657,索,n,名词,65,0.0007,92.4699
13658,利害,n,名词,65,0.0007,92.4496
13659,立案,v,动词,65,0.0007,92.4482
13660,气态,n,名词,65,0.0007,92.4629
13661,胶体,n,名词,65,0.0007,92.4433
13662,经脉,n,名词,65,0.0007,92.444
13663,恍然大悟,i,习用语,65,0.0007,92.4447
13664,能耐,n,名词,65,0.0007,92.4454
13665,王魁,nh,人名,65,0.0007,92.4461
13666,金子,n,名词,65,0.0007,92.4468
13667,牵动,v,动词,65,0.0007,92.4475
13668,倒立,v,动词,65,0.0007,92.4559
13669,顾不得,v,动词,65,0.0007,92.4489
13670,渲染,v,动词,65,0.0007,92.4419
13671,攥,v,动词,65,0.0007,92.4503
13672,存贮,v,动词,65,0.0007,92.4426
13673,惊叹,v,动词,65,0.0007,92.451
13674,待业,v,动词,65,0.0007,92.4279
13675,大宗,n,名词,65,0.0007,92.4517
13676,花猫,n,名词,65,0.0007,92.4524
13677,有机化合物,n,名词,65,0.0007,92.4531
13678,羔羊,n,名词,65,0.0007,92.4538
13679,工艺品,n,名词,64,0.0007,92.6043
13680,会议室,n,名词,64,0.0007,92.6232
13681,火,v,动词,64,0.0007,92.605
13682,除外,v,动词,64,0.0007,92.6155
13683,痛心,a,形容词,64,0.0007,92.6057
13684,及早,d,副词,64,0.0007,92.6064
13685,导出,v,动词,64,0.0007,92.6071
13686,地衣,n,名词,64,0.0007,92.6078
13687,市场经济,n,名词,64,0.0007,92.6162
13688,低层,n,名词,64,0.0007,92.6092
13689,尚不,d,副词,64,0.0007,92.6022
13690,山楂,n,名词,64,0.0007,92.6106
13691,蝌蚪,n,名词,64,0.0007,92.6113
13692,腹痛,v,动词,64,0.0007,92.612
13693,大锅饭,n,名词,64,0.0007,92.6127
13694,支票,n,名词,64,0.0007,92.6134
13695,透视,v,动词,64,0.0007,92.6141
13696,污染物,n,名词,64,0.0007,92.6148
13697,教士,n,名词,64,0.0007,92.5952
13698,好日子,n,名词,64,0.0007,92.6099
13699,不小心,v,动词,64,0.0007,92.6085
13700,际,n,名词,64,0.0007,92.5889
13701,创造者,n,名词,64,0.0007,92.5896
13702,臀部,n,名词,64,0.0007,92.5903
13703,物件,n,名词,64,0.0007,92.591
13704,宜昌,ns,地名,64,0.0007,92.5917
13705,呜,o,拟声词,64,0.0007,92.5924
13706,同一,d,副词,64,0.0007,92.5931
13707,抬高,v,动词,64,0.0007,92.6015
13708,苦心,n,名词,64,0.0007,92.5945
13709,白雪,n,名词,64,0.0007,92.5882
13710,情调,n,名词,64,0.0007,92.5959
13711,烙印,n,名词,64,0.0007,92.5966
13712,公报,n,名词,64,0.0007,92.5973
13713,逸,v,动词,64,0.0007,92.598
13714,分享,v,动词,64,0.0007,92.5987
13715,扎实,a,形容词,64,0.0007,92.5994
13716,锰,n,名词,64,0.0007,92.6001
13717,衣衫,n,名词,64,0.0007,92.6008
13718,斋,n,名词,64,0.0007,92.5938
13719,袍,n,名词,64,0.0007,92.6295
13720,异物,n,名词,64,0.0007,92.6337
13721,地形图,n,名词,64,0.0007,92.6316
13722,等价,n,名词,64,0.0007,92.6323
13723,李白,nh,人名,64,0.0007,92.6351
13724,表姐,n,名词,64,0.0007,92.64
13725,换取,v,动词,64,0.0007,92.6358
13726,诙谐,a,形容词,64,0.0007,92.6309
13727,金,f,区别词,64,0.0007,92.6365
13728,空,v,动词,64,0.0007,92.6372
13729,真话,n,名词,64,0.0007,92.6414
13730,花冠,n,名词,64,0.0007,92.6442
13731,硫酸铜,n,名词,64,0.0007,92.6435
13732,概括性,n,名词,64,0.0007,92.6428
13733,安定团结,i,习用语,64,0.0007,92.6421
13734,火车头,n,名词,64,0.0007,92.6379
13735,书桌,n,名词,64,0.0007,92.6407
13736,生物学家,n,名词,64,0.0007,92.6449
13737,候,v,动词,64,0.0007,92.6393
13738,探究,v,动词,64,0.0007,92.6386
13739,武士,n,名词,64,0.0007,92.6344
13740,以东,nd,方位名词,64,0.0007,92.6225
13741,胡闹,v,动词,64,0.0007,92.6176
13742,夹,n,名词,64,0.0007,92.6183
13743,工作队,n,名词,64,0.0007,92.619
13744,请看,v,动词,64,0.0007,92.6197
13745,羊群,n,名词,64,0.0007,92.6204
13746,戏剧性,n,名词,64,0.0007,92.6211
13747,裁,v,动词,64,0.0007,92.6239
13748,木匠,n,名词,64,0.0007,92.6302
13749,眼儿,n,名词,64,0.0007,92.633
13750,阿拉伯人,n,名词,64,0.0007,92.6169
13751,外号,n,名词,64,0.0007,92.6246
13752,啄,v,动词,64,0.0007,92.6253
